id_usuario,id_incidente,descricao,duracao,data_e_hora,status
4126,12483,Phishing,402,2023-11-08 18:52:17,solucionado
4127,12484,Ransomware,716,2023-07-02 02:25:57,solucionado
4128,12485,Phishing,1887,2024-05-07 04:30:00,não solucionado
4128,12486,DDoS Attack,2035,2024-04-24 07:46:49,solucionado
4128,12487,Account Takeover,2890,2023-11-27 00:20:24,não solucionado
4128,12488,DDoS Attack,120,2023-12-13 15:54:43,solucionado
4129,12489,Zero-Day Exploit,1941,2023-06-07 10:30:08,não solucionado
4129,12490,Malware Detection,194,2023-07-29 00:32:35,solucionado
4129,12491,Account Takeover,2081,2025-04-08 05:38:07,não solucionado
4129,12492,Ransomware,2400,2023-05-23 05:56:46,solucionado
4129,12493,Malware Detection,1426,2024-08-08 08:02:34,solucionado
4130,12494,Account Takeover,2593,2025-02-08 08:00:24,não solucionado
4130,12495,Phishing,1263,2024-07-21 18:57:14,solucionado
4130,12496,Malware Detection,3145,2024-01-20 11:52:18,solucionado
4130,12497,Account Takeover,2046,2024-10-02 05:34:49,solucionado
4130,12498,Malware Detection,1067,2025-03-01 12:09:47,solucionado
4131,12499,DDoS Attack,549,2023-05-08 00:08:48,solucionado
4131,12500,Malware Detection,2646,2024-03-25 17:22:47,solucionado
4131,12501,Data Breach,1869,2024-01-04 17:49:46,solucionado
4131,12502,Phishing,2575,2024-03-21 07:23:38,não solucionado
4131,12503,Malware Detection,1631,2024-09-26 09:06:28,solucionado
4132,12504,Data Breach,942,2023-06-19 16:43:15,solucionado
4132,12505,Phishing,3198,2023-10-01 15:02:54,não solucionado
4132,12506,Account Takeover,1929,2024-06-27 13:34:56,solucionado
4132,12507,Malware Detection,1249,2024-11-13 08:44:54,não solucionado
4133,12508,Malware Detection,1776,2023-09-13 02:55:50,solucionado
4133,12509,Ransomware,992,2024-05-22 08:08:41,não solucionado
4133,12510,Zero-Day Exploit,1147,2023-11-05 03:44:17,solucionado
4134,12511,SQL Injection,1215,2023-06-24 08:19:18,solucionado
4135,12512,Ransomware,2408,2024-02-29 03:31:34,não solucionado
4135,12513,Ransomware,3600,2024-05-11 05:09:34,não solucionado
4135,12514,DDoS Attack,1273,2025-02-18 01:45:45,não solucionado
4135,12515,Malware Detection,2025,2024-01-28 15:47:17,não solucionado
4135,12516,Malware Detection,1763,2024-03-06 10:28:02,solucionado
4136,12517,Data Breach,710,2023-07-31 07:08:03,solucionado
4136,12518,Ransomware,360,2024-01-08 08:53:10,solucionado
4136,12519,Phishing,503,2025-01-13 19:19:30,não solucionado
4137,12520,Account Takeover,2342,2023-08-18 15:16:55,solucionado
4138,12521,Phishing,3304,2024-11-29 06:25:38,não solucionado
4138,12522,Malware Detection,2650,2024-02-14 17:23:32,solucionado
4139,12523,SQL Injection,396,2024-03-07 08:08:10,solucionado
4139,12524,Account Takeover,531,2023-08-25 07:31:27,solucionado
4139,12525,Data Breach,3190,2023-06-25 13:52:22,não solucionado
4139,12526,Phishing,763,2024-02-16 09:08:47,solucionado
4139,12527,Malware Detection,708,2023-06-24 12:25:13,solucionado
4140,12528,DDoS Attack,1890,2025-02-27 02:53:50,não solucionado
4141,12529,Account Takeover,2781,2024-10-11 05:44:21,solucionado
4141,12530,Zero-Day Exploit,249,2024-05-13 00:00:28,solucionado
4142,12531,Zero-Day Exploit,3175,2024-04-29 10:12:44,solucionado
4143,12532,SQL Injection,2836,2024-04-27 06:38:22,não solucionado
4144,12533,DDoS Attack,2333,2024-10-15 15:57:49,solucionado
4145,12534,Phishing,567,2023-12-23 00:42:41,solucionado
4145,12535,Account Takeover,1141,2024-03-13 22:43:55,solucionado
4145,12536,Phishing,630,2024-08-10 17:12:43,solucionado
4145,12537,Zero-Day Exploit,2120,2024-11-16 22:35:19,não solucionado
4146,12538,Zero-Day Exploit,2456,2024-11-07 00:11:54,não solucionado
4146,12539,Phishing,1082,2023-10-16 16:20:54,não solucionado
4146,12540,Account Takeover,1867,2024-02-12 03:41:10,não solucionado
4147,12541,Phishing,2212,2024-10-31 00:12:31,solucionado
4147,12542,DDoS Attack,1021,2024-09-30 13:25:01,solucionado
4147,12543,DDoS Attack,47,2023-11-27 09:40:01,solucionado
4147,12544,Phishing,57,2024-09-30 19:02:32,não solucionado
4148,12545,SQL Injection,1287,2025-03-12 01:21:01,solucionado
4148,12546,Ransomware,830,2024-02-01 03:25:48,solucionado
4148,12547,Phishing,2497,2024-11-24 12:29:04,não solucionado
4149,12548,Malware Detection,1634,2024-02-29 02:43:19,solucionado
4149,12549,Phishing,839,2024-04-20 22:07:11,solucionado
4149,12550,Ransomware,3358,2024-11-19 13:36:53,não solucionado
4149,12551,Data Breach,3169,2023-07-12 14:20:23,solucionado
4149,12552,DDoS Attack,2937,2025-04-10 07:18:24,não solucionado
4150,12553,Account Takeover,567,2024-06-11 09:44:34,solucionado
4150,12554,Account Takeover,293,2024-07-03 19:33:28,solucionado
4150,12555,SQL Injection,3481,2024-10-05 19:23:33,não solucionado
4151,12556,Account Takeover,2220,2024-07-10 23:03:02,não solucionado
4151,12557,DDoS Attack,2747,2024-11-11 22:46:00,solucionado
4151,12558,DDoS Attack,880,2024-01-10 04:16:40,solucionado
4152,12559,SQL Injection,490,2024-11-11 13:06:59,solucionado
4152,12560,Zero-Day Exploit,333,2023-11-06 10:26:21,não solucionado
4152,12561,Phishing,2083,2024-04-03 05:44:38,solucionado
4152,12562,Malware Detection,3138,2023-07-04 06:30:00,não solucionado
4153,12563,Ransomware,2932,2024-06-07 08:44:35,não solucionado
4153,12564,DDoS Attack,331,2024-10-07 09:04:15,solucionado
4153,12565,Account Takeover,1413,2025-02-12 00:56:20,solucionado
4153,12566,Ransomware,3381,2024-02-08 21:16:36,não solucionado
4154,12567,Zero-Day Exploit,3286,2023-07-27 19:06:37,não solucionado
4154,12568,Account Takeover,3164,2023-10-02 12:26:35,não solucionado
4154,12569,Account Takeover,678,2025-04-19 05:30:49,solucionado
4155,12570,Account Takeover,2110,2023-08-18 23:14:19,solucionado
4155,12571,Ransomware,2654,2025-01-14 08:34:23,não solucionado
4155,12572,Phishing,2150,2024-05-25 11:15:21,não solucionado
4155,12573,Data Breach,3209,2024-12-27 04:31:26,não solucionado
4156,12574,SQL Injection,2699,2023-12-29 19:42:16,não solucionado
4157,12575,Ransomware,2383,2023-11-16 09:32:17,não solucionado
4157,12576,Zero-Day Exploit,1993,2025-01-10 02:42:58,solucionado
4157,12577,Malware Detection,2979,2025-01-04 12:32:52,não solucionado
4157,12578,Ransomware,1917,2024-09-22 12:24:26,não solucionado
4157,12579,Data Breach,927,2024-03-10 12:43:17,solucionado
4158,12580,Phishing,756,2024-01-18 00:01:53,solucionado
4158,12581,Data Breach,2188,2023-11-26 18:08:42,não solucionado
4158,12582,Account Takeover,3201,2023-06-29 23:38:49,solucionado
4158,12583,Phishing,1338,2024-07-25 01:04:05,solucionado
4158,12584,SQL Injection,2434,2025-04-14 01:24:38,não solucionado
4159,12585,Malware Detection,629,2023-11-21 08:39:45,solucionado
4159,12586,Phishing,1890,2024-12-20 07:54:35,solucionado
4159,12587,SQL Injection,634,2024-08-13 00:44:32,não solucionado
4159,12588,Account Takeover,2216,2024-01-06 12:58:07,não solucionado
4159,12589,Phishing,2353,2024-10-07 19:08:09,solucionado
4160,12590,Ransomware,1748,2023-12-29 00:05:07,solucionado
4160,12591,Malware Detection,3564,2024-08-16 12:02:15,não solucionado
4160,12592,Zero-Day Exploit,2936,2024-09-25 00:02:37,não solucionado
4160,12593,Data Breach,1830,2024-08-20 18:21:16,não solucionado
4161,12594,Malware Detection,1828,2023-12-30 01:00:51,não solucionado
4162,12595,Data Breach,1509,2024-02-23 20:25:04,solucionado
4162,12596,Malware Detection,177,2024-10-05 21:59:16,solucionado
4162,12597,SQL Injection,1857,2024-02-23 11:11:59,solucionado
4162,12598,Account Takeover,3550,2024-04-10 20:39:50,não solucionado
4163,12599,Phishing,963,2025-02-02 08:46:52,solucionado
4163,12600,Phishing,3319,2024-10-22 15:19:58,solucionado
4163,12601,DDoS Attack,1173,2024-07-15 16:12:12,solucionado
4163,12602,DDoS Attack,898,2023-06-02 18:09:59,solucionado
4163,12603,Phishing,40,2024-04-24 03:07:58,solucionado
4164,12604,Phishing,3314,2023-06-03 17:10:58,solucionado
4164,12605,Data Breach,2528,2023-11-29 16:42:55,não solucionado
4164,12606,Data Breach,225,2024-07-30 07:35:10,solucionado
4165,12607,Data Breach,432,2024-10-07 17:51:29,solucionado
4165,12608,Data Breach,1807,2023-08-12 20:15:53,não solucionado
4165,12609,Data Breach,448,2023-09-16 00:14:48,solucionado
4166,12610,Zero-Day Exploit,936,2024-02-11 22:45:10,solucionado
4166,12611,DDoS Attack,2844,2023-11-05 19:17:02,solucionado
4166,12612,DDoS Attack,2631,2025-04-03 06:40:05,não solucionado
4167,12613,SQL Injection,732,2024-02-04 20:04:52,solucionado
4168,12614,Malware Detection,3489,2024-12-27 01:08:20,não solucionado
4168,12615,SQL Injection,2371,2025-02-23 06:04:26,não solucionado
4168,12616,Malware Detection,2341,2025-03-16 09:25:27,não solucionado
4168,12617,Account Takeover,2234,2024-01-17 18:28:35,não solucionado
4168,12618,SQL Injection,1965,2024-04-19 04:27:14,não solucionado
4169,12619,Ransomware,336,2023-05-17 07:51:47,solucionado
4169,12620,Phishing,434,2025-04-20 18:40:13,solucionado
4169,12621,Ransomware,1077,2024-05-20 17:28:17,solucionado
4169,12622,DDoS Attack,1804,2024-03-24 23:27:00,não solucionado
4169,12623,DDoS Attack,1323,2025-03-21 17:03:58,não solucionado
4170,12624,Phishing,2153,2025-04-10 19:16:09,não solucionado
4170,12625,Zero-Day Exploit,556,2024-07-16 00:20:29,solucionado
4170,12626,Ransomware,2061,2023-10-27 10:25:49,solucionado
4170,12627,Account Takeover,719,2023-10-07 17:55:24,solucionado
4170,12628,Data Breach,68,2025-01-01 07:06:40,não solucionado
4171,12629,Zero-Day Exploit,3190,2023-08-12 07:15:35,não solucionado
4171,12630,DDoS Attack,989,2024-07-16 08:43:36,solucionado
4172,12631,DDoS Attack,1712,2024-09-29 18:47:11,solucionado
4172,12632,Zero-Day Exploit,1799,2024-12-03 19:28:37,não solucionado
4172,12633,Ransomware,3255,2025-04-24 18:58:10,solucionado
4172,12634,Zero-Day Exploit,541,2024-06-25 13:10:41,solucionado
4172,12635,Zero-Day Exploit,1806,2025-03-16 21:51:55,não solucionado
4173,12636,Ransomware,2615,2023-09-27 09:36:46,solucionado
4173,12637,Zero-Day Exploit,1174,2024-07-22 20:05:20,solucionado
4173,12638,Phishing,2514,2025-04-24 14:26:48,não solucionado
4173,12639,SQL Injection,3246,2024-06-26 08:42:19,não solucionado
4174,12640,DDoS Attack,2314,2025-03-01 01:29:06,não solucionado
4174,12641,Malware Detection,3127,2023-09-06 08:27:14,não solucionado
4174,12642,Zero-Day Exploit,1968,2024-08-14 12:04:36,não solucionado
4174,12643,Data Breach,1596,2024-08-02 15:01:11,solucionado
4174,12644,Phishing,1334,2024-06-05 02:35:23,solucionado
4175,12645,Phishing,131,2024-10-15 13:21:32,solucionado
4176,12646,Data Breach,1953,2024-11-05 04:46:21,não solucionado
4176,12647,Account Takeover,290,2025-02-26 08:53:38,solucionado
4176,12648,Zero-Day Exploit,2781,2025-01-01 18:58:41,não solucionado
4176,12649,Phishing,852,2023-06-15 04:21:59,solucionado
4177,12650,DDoS Attack,660,2024-09-12 11:17:24,solucionado
4177,12651,Zero-Day Exploit,3581,2023-12-27 01:49:10,não solucionado
4177,12652,Account Takeover,2657,2024-08-13 00:57:34,não solucionado
4177,12653,Account Takeover,3579,2024-05-14 14:13:10,não solucionado
4177,12654,Ransomware,1086,2023-08-15 23:31:50,solucionado
4178,12655,DDoS Attack,1189,2024-09-04 22:45:07,não solucionado
4178,12656,Account Takeover,3265,2025-04-09 14:42:12,solucionado
4178,12657,Zero-Day Exploit,3345,2023-08-24 02:47:27,solucionado
4178,12658,Zero-Day Exploit,3341,2024-02-04 17:27:11,não solucionado
4178,12659,Malware Detection,1867,2024-04-26 22:01:06,solucionado
4179,12660,Phishing,2790,2025-02-06 10:50:55,não solucionado
4179,12661,SQL Injection,495,2025-01-27 13:06:01,não solucionado
4180,12662,DDoS Attack,1300,2025-02-13 17:42:32,solucionado
4181,12663,Malware Detection,661,2023-07-04 12:00:34,não solucionado
4181,12664,SQL Injection,890,2023-11-28 16:24:31,solucionado
4182,12665,Ransomware,3097,2024-10-30 05:35:27,solucionado
4182,12666,Malware Detection,2490,2024-06-23 17:17:42,não solucionado
4183,12667,DDoS Attack,2049,2025-01-28 06:16:14,não solucionado
4183,12668,Account Takeover,115,2023-12-04 22:26:38,não solucionado
4184,12669,Malware Detection,2216,2024-11-11 18:36:03,solucionado
4185,12670,Data Breach,107,2023-09-16 16:01:44,solucionado
4185,12671,Data Breach,400,2023-06-06 10:14:47,solucionado
4185,12672,Zero-Day Exploit,695,2023-12-25 07:11:43,não solucionado
4185,12673,Account Takeover,206,2023-07-25 02:25:06,não solucionado
4185,12674,Data Breach,3587,2023-06-12 17:49:31,não solucionado
4186,12675,Account Takeover,2173,2024-07-10 23:19:03,solucionado
4186,12676,Malware Detection,1242,2024-04-30 10:31:15,solucionado
4186,12677,Malware Detection,2921,2024-07-23 12:44:49,solucionado
4186,12678,SQL Injection,2027,2023-08-29 20:04:22,não solucionado
4186,12679,Malware Detection,2280,2024-07-02 22:21:49,não solucionado
4187,12680,Account Takeover,2546,2024-08-22 03:18:41,não solucionado
4187,12681,SQL Injection,1435,2024-06-29 21:20:37,não solucionado
4187,12682,Data Breach,3234,2025-01-02 06:01:44,não solucionado
4187,12683,Ransomware,374,2024-08-07 07:26:51,solucionado
4187,12684,Account Takeover,161,2023-08-18 08:35:18,solucionado
4188,12685,Zero-Day Exploit,1490,2023-09-28 14:30:16,não solucionado
4189,12686,Ransomware,194,2023-05-04 00:11:41,solucionado
4189,12687,DDoS Attack,716,2023-08-22 16:54:16,solucionado
4189,12688,Ransomware,2528,2025-03-01 13:30:59,solucionado
4189,12689,Data Breach,2941,2024-07-18 23:18:34,não solucionado
4190,12690,Account Takeover,1170,2025-01-06 20:09:38,não solucionado
4190,12691,Ransomware,1290,2024-09-29 16:54:30,solucionado
4190,12692,Phishing,1013,2024-02-02 08:47:01,solucionado
4191,12693,SQL Injection,1810,2024-07-16 01:30:28,solucionado
4191,12694,Zero-Day Exploit,2131,2024-10-17 13:02:56,não solucionado
4192,12695,Data Breach,2227,2024-08-17 10:29:06,solucionado
4192,12696,Phishing,1642,2023-11-30 01:33:32,solucionado
4192,12697,SQL Injection,742,2024-07-17 18:03:53,solucionado
4192,12698,SQL Injection,3092,2025-03-23 19:54:18,solucionado
4193,12699,DDoS Attack,2529,2024-11-28 14:30:25,não solucionado
4193,12700,Malware Detection,2047,2025-03-12 08:03:04,solucionado
4194,12701,Malware Detection,2505,2024-08-27 06:21:11,solucionado
4194,12702,Ransomware,1567,2024-05-18 15:08:44,solucionado
4195,12703,Data Breach,3429,2024-07-26 23:30:54,não solucionado
4195,12704,Ransomware,2921,2024-05-30 00:04:14,não solucionado
4196,12705,SQL Injection,776,2025-02-12 23:09:23,não solucionado
4196,12706,SQL Injection,2547,2025-03-21 19:36:59,não solucionado
4196,12707,Data Breach,2214,2024-12-07 01:10:38,não solucionado
4196,12708,Phishing,1435,2023-10-25 23:27:20,solucionado
4196,12709,Account Takeover,1605,2024-07-26 09:56:23,solucionado
4197,12710,Zero-Day Exploit,1535,2024-05-11 07:59:00,solucionado
4198,12711,SQL Injection,824,2024-08-02 15:52:43,solucionado
4198,12712,Malware Detection,3095,2024-11-16 16:15:43,não solucionado
4198,12713,Account Takeover,1831,2023-10-06 04:48:06,não solucionado
4199,12714,Zero-Day Exploit,1476,2023-11-11 18:40:11,solucionado
4199,12715,Ransomware,2072,2025-04-02 20:02:48,solucionado
4199,12716,Ransomware,797,2025-02-02 21:01:17,solucionado
4199,12717,Zero-Day Exploit,2419,2023-09-09 23:09:26,não solucionado
4199,12718,Zero-Day Exploit,2208,2023-08-27 04:32:32,não solucionado
4200,12719,Account Takeover,2889,2023-07-23 05:30:52,solucionado
4200,12720,Zero-Day Exploit,796,2025-01-23 20:36:56,solucionado
4200,12721,DDoS Attack,343,2024-08-12 04:14:45,solucionado
4201,12722,Zero-Day Exploit,2793,2024-12-13 16:40:15,solucionado
4201,12723,Zero-Day Exploit,96,2024-06-27 02:21:05,solucionado
4201,12724,SQL Injection,163,2024-04-05 08:18:33,solucionado
4202,12725,Account Takeover,3084,2023-09-23 06:31:30,não solucionado
4202,12726,Data Breach,683,2025-03-26 17:54:50,solucionado
4202,12727,Zero-Day Exploit,2892,2023-10-25 16:43:58,não solucionado
4202,12728,Ransomware,1263,2023-12-05 02:19:26,não solucionado
4203,12729,DDoS Attack,1597,2025-01-18 11:17:00,solucionado
4203,12730,SQL Injection,3099,2023-12-06 22:41:49,solucionado
4203,12731,Malware Detection,2212,2024-04-05 18:42:32,solucionado
4203,12732,Phishing,3368,2023-10-18 02:31:25,não solucionado
4204,12733,SQL Injection,976,2023-08-12 08:29:32,solucionado
4204,12734,Malware Detection,1731,2023-07-05 04:59:40,solucionado
4204,12735,Account Takeover,2922,2024-03-10 18:31:57,não solucionado
4205,12736,Data Breach,1986,2023-07-03 11:52:00,não solucionado
4205,12737,Ransomware,1348,2025-01-13 02:06:59,solucionado
4206,12738,Ransomware,3486,2024-04-15 20:12:29,não solucionado
4206,12739,Account Takeover,2094,2023-08-24 07:35:22,solucionado
4207,12740,Account Takeover,2048,2024-06-14 07:52:32,solucionado
4207,12741,Zero-Day Exploit,2859,2024-10-11 21:55:16,não solucionado
4208,12742,SQL Injection,1636,2024-11-07 03:19:51,solucionado
4208,12743,SQL Injection,3478,2023-05-27 19:22:05,não solucionado
4209,12744,SQL Injection,1416,2024-11-01 05:45:16,solucionado
4209,12745,Phishing,606,2023-07-07 09:53:44,não solucionado
4209,12746,Account Takeover,3132,2024-04-16 11:02:21,solucionado
4209,12747,DDoS Attack,1452,2024-10-27 00:55:16,solucionado
4210,12748,Data Breach,1510,2023-06-24 18:47:00,solucionado
4210,12749,Data Breach,1870,2024-12-07 15:55:44,solucionado
4210,12750,Ransomware,2399,2023-05-25 20:39:02,não solucionado
4211,12751,Malware Detection,1540,2024-08-06 16:57:07,solucionado
4211,12752,DDoS Attack,1183,2023-08-30 20:34:28,não solucionado
4211,12753,DDoS Attack,2483,2024-02-25 04:42:37,solucionado
4211,12754,Data Breach,871,2024-10-12 19:20:47,solucionado
4212,12755,SQL Injection,81,2023-08-27 08:27:32,solucionado
4212,12756,Data Breach,1213,2024-08-24 20:19:16,solucionado
4212,12757,SQL Injection,1087,2024-11-11 08:39:56,solucionado
4213,12758,Malware Detection,3510,2025-01-26 23:24:18,não solucionado
4213,12759,Ransomware,3498,2024-02-11 13:45:20,não solucionado
4214,12760,Zero-Day Exploit,1428,2023-12-06 16:09:57,solucionado
4214,12761,Malware Detection,1222,2024-10-10 14:27:06,não solucionado
4215,12762,Zero-Day Exploit,2761,2025-02-25 22:05:03,não solucionado
4215,12763,Data Breach,2654,2023-05-31 14:58:39,solucionado
4216,12764,Phishing,279,2024-02-02 16:41:29,solucionado
4216,12765,DDoS Attack,272,2023-12-28 02:14:38,solucionado
4216,12766,Malware Detection,1076,2023-07-01 12:28:26,solucionado
4217,12767,SQL Injection,1495,2025-01-11 20:13:52,solucionado
4217,12768,Account Takeover,2332,2023-10-12 10:14:38,solucionado
4217,12769,Zero-Day Exploit,238,2024-09-16 20:28:22,solucionado
4217,12770,Ransomware,3243,2023-06-10 13:33:00,não solucionado
4217,12771,Account Takeover,1050,2023-09-02 14:38:48,solucionado
4218,12772,Data Breach,2066,2023-06-11 16:59:15,solucionado
4219,12773,Phishing,139,2024-10-05 04:56:44,solucionado
4220,12774,SQL Injection,1285,2024-01-06 06:16:23,solucionado
4220,12775,Account Takeover,719,2023-12-07 03:51:04,não solucionado
4220,12776,Ransomware,2776,2023-09-05 19:27:42,não solucionado
4220,12777,Ransomware,2899,2024-02-01 00:58:45,solucionado
4220,12778,SQL Injection,2886,2025-02-24 13:58:50,não solucionado
4221,12779,Account Takeover,1161,2025-01-02 17:27:24,solucionado
4221,12780,Malware Detection,1885,2024-01-13 19:40:07,não solucionado
4221,12781,Malware Detection,73,2024-08-07 15:44:26,solucionado
4222,12782,Phishing,1908,2023-10-11 16:40:19,não solucionado
4222,12783,Phishing,3413,2024-12-24 19:53:37,não solucionado
4222,12784,SQL Injection,1029,2024-02-03 19:09:01,solucionado
4222,12785,Zero-Day Exploit,581,2023-06-14 22:46:10,solucionado
4222,12786,Data Breach,1370,2023-10-14 23:18:52,solucionado
4223,12787,Zero-Day Exploit,96,2025-04-05 14:45:20,solucionado
4223,12788,Phishing,1255,2024-11-13 02:53:36,solucionado
4223,12789,Data Breach,2858,2024-02-14 12:49:37,solucionado
4223,12790,Phishing,2815,2024-05-28 22:01:23,solucionado
4224,12791,Ransomware,874,2023-05-14 09:42:20,solucionado
4224,12792,DDoS Attack,1885,2023-11-08 05:06:48,solucionado
4224,12793,Account Takeover,885,2023-12-23 23:09:05,solucionado
4225,12794,Data Breach,1866,2024-01-25 10:53:49,não solucionado
4225,12795,Data Breach,3058,2024-02-03 01:12:47,solucionado
4225,12796,DDoS Attack,950,2023-05-14 19:12:26,solucionado
4226,12797,Phishing,3253,2024-06-07 04:16:49,solucionado
4226,12798,Ransomware,3030,2024-08-26 04:36:14,solucionado
4227,12799,Phishing,1132,2024-09-09 21:35:02,solucionado
4228,12800,Phishing,3349,2024-11-03 18:05:33,solucionado
4228,12801,Data Breach,3359,2024-09-09 19:17:06,solucionado
4228,12802,Account Takeover,169,2023-08-08 19:42:02,solucionado
4228,12803,SQL Injection,2855,2023-10-04 18:47:04,não solucionado
4228,12804,Phishing,225,2024-12-30 04:25:33,solucionado
4229,12805,Zero-Day Exploit,1802,2024-12-16 16:04:41,não solucionado
4229,12806,SQL Injection,2141,2024-01-02 15:09:53,solucionado
4230,12807,DDoS Attack,2025,2023-12-25 22:48:59,não solucionado
4230,12808,Zero-Day Exploit,1398,2023-06-02 05:03:14,solucionado
4230,12809,Phishing,355,2024-04-26 02:38:37,solucionado
4230,12810,Data Breach,600,2025-03-07 11:07:19,solucionado
4230,12811,Ransomware,535,2024-11-12 11:28:14,solucionado
4231,12812,SQL Injection,1579,2024-01-23 05:38:44,solucionado
4232,12813,Account Takeover,744,2023-05-23 13:33:16,solucionado
4233,12814,Account Takeover,208,2024-05-16 22:33:12,solucionado
4233,12815,Account Takeover,2415,2024-02-01 04:29:10,solucionado
4234,12816,Ransomware,836,2024-04-21 03:13:58,solucionado
4234,12817,Data Breach,2996,2025-01-14 15:24:49,não solucionado
4234,12818,Zero-Day Exploit,820,2023-10-01 09:19:21,solucionado
4235,12819,DDoS Attack,1860,2023-09-10 05:56:21,solucionado
4235,12820,SQL Injection,1459,2024-06-06 20:11:43,solucionado
4235,12821,Account Takeover,3321,2023-08-26 21:38:18,não solucionado
4235,12822,SQL Injection,3508,2023-05-04 10:48:24,não solucionado
4235,12823,Malware Detection,1415,2023-09-06 18:04:13,solucionado
4236,12824,DDoS Attack,2322,2024-07-15 11:13:06,não solucionado
4236,12825,Data Breach,1673,2024-07-21 16:33:04,não solucionado
4236,12826,Zero-Day Exploit,1679,2024-04-30 00:01:57,solucionado
4237,12827,SQL Injection,322,2024-07-26 08:03:32,solucionado
4237,12828,Malware Detection,2936,2023-09-12 08:38:39,não solucionado
4237,12829,Ransomware,3164,2023-08-04 10:26:48,solucionado
4238,12830,Malware Detection,2304,2024-09-14 22:25:25,solucionado
4238,12831,SQL Injection,3258,2023-06-30 16:23:17,solucionado
4238,12832,SQL Injection,428,2024-07-16 12:10:13,não solucionado
4238,12833,Malware Detection,1525,2023-10-11 06:52:49,solucionado
4238,12834,Phishing,263,2023-06-01 09:32:19,solucionado
4239,12835,Data Breach,2629,2024-11-30 23:06:11,não solucionado
4239,12836,Malware Detection,1459,2024-11-15 09:39:19,solucionado
4239,12837,SQL Injection,691,2024-08-07 19:03:34,solucionado
4239,12838,Account Takeover,763,2023-08-05 08:54:09,solucionado
4240,12839,SQL Injection,2560,2025-03-07 19:58:52,não solucionado
4241,12840,Account Takeover,2910,2023-12-06 18:44:32,solucionado
4242,12841,DDoS Attack,1394,2024-02-18 16:43:44,solucionado
4242,12842,Zero-Day Exploit,1497,2025-02-05 20:48:35,solucionado
4243,12843,Account Takeover,2084,2024-04-12 16:02:13,não solucionado
4243,12844,Phishing,1330,2025-04-21 00:31:38,solucionado
4244,12845,Account Takeover,3443,2023-08-15 07:18:36,não solucionado
4245,12846,Phishing,2671,2023-11-29 04:45:03,solucionado
4245,12847,Malware Detection,2320,2024-01-29 17:43:37,solucionado
4245,12848,Zero-Day Exploit,2190,2024-11-01 14:12:15,não solucionado
4245,12849,Data Breach,1433,2023-12-04 02:39:44,solucionado
4246,12850,Malware Detection,911,2024-10-29 17:47:05,solucionado
4246,12851,Malware Detection,609,2025-04-13 04:01:17,solucionado
4246,12852,Ransomware,1198,2023-08-08 11:47:40,não solucionado
4246,12853,Zero-Day Exploit,15,2023-09-01 02:38:11,solucionado
4246,12854,Zero-Day Exploit,791,2024-09-10 02:16:00,solucionado
4247,12855,Account Takeover,2837,2024-10-05 11:00:20,solucionado
4247,12856,Phishing,1842,2023-11-09 01:31:37,não solucionado
4247,12857,SQL Injection,1042,2023-06-23 16:45:05,solucionado
4248,12858,Malware Detection,1211,2025-02-18 23:51:18,solucionado
4248,12859,Ransomware,959,2025-04-11 23:04:47,solucionado
4249,12860,Account Takeover,1349,2023-06-27 15:29:15,não solucionado
4249,12861,Account Takeover,222,2024-02-03 17:44:20,solucionado
4249,12862,DDoS Attack,542,2024-02-04 01:03:46,solucionado
4250,12863,DDoS Attack,1376,2024-09-06 05:38:08,solucionado
4250,12864,DDoS Attack,1838,2024-08-22 22:17:47,não solucionado
4250,12865,Data Breach,3077,2025-04-16 21:50:34,solucionado
4250,12866,Account Takeover,1043,2023-09-02 20:01:07,solucionado
4251,12867,Zero-Day Exploit,1218,2024-01-03 20:54:07,solucionado
4251,12868,DDoS Attack,268,2024-02-15 12:33:24,solucionado
4251,12869,Phishing,3485,2024-09-02 12:43:59,solucionado
4251,12870,Data Breach,61,2023-07-07 22:24:32,solucionado
4252,12871,Zero-Day Exploit,3586,2023-08-31 09:09:31,solucionado
4252,12872,Ransomware,1105,2024-04-10 10:51:19,solucionado
4252,12873,DDoS Attack,3323,2024-07-28 14:33:07,não solucionado
4253,12874,Zero-Day Exploit,515,2023-12-25 13:14:32,solucionado
4253,12875,Account Takeover,2137,2024-05-05 12:50:05,solucionado
4253,12876,SQL Injection,2131,2023-10-23 21:16:23,não solucionado
4253,12877,Data Breach,680,2024-02-27 00:29:18,solucionado
4253,12878,DDoS Attack,1362,2024-08-18 15:50:53,solucionado
4254,12879,Account Takeover,2667,2024-10-17 18:59:14,solucionado
4254,12880,SQL Injection,2621,2024-03-30 06:43:56,não solucionado
4254,12881,Phishing,789,2025-03-31 00:47:49,não solucionado
4254,12882,Data Breach,2122,2023-11-06 19:50:02,não solucionado
4255,12883,Zero-Day Exploit,2813,2024-12-03 19:03:16,não solucionado
4255,12884,Zero-Day Exploit,2984,2024-01-11 14:58:27,não solucionado
4255,12885,Ransomware,576,2023-07-27 01:15:48,solucionado
4256,12886,Account Takeover,51,2024-05-31 08:49:29,solucionado
4257,12887,Data Breach,1471,2024-12-16 12:46:58,solucionado
4257,12888,Phishing,3252,2024-08-03 04:44:47,solucionado
4257,12889,Phishing,514,2023-05-10 17:08:52,solucionado
4258,12890,Ransomware,2080,2023-07-25 19:53:44,não solucionado
